,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
45680,CHN,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
6783,ESP,Aviation,0,0,No Deposit,0,Transient,A,0,2,0
33363,ESP,Online TA,0,1,No Deposit,0,Transient,B,0,4,0
69197,BRA,Direct,0,2,No Deposit,0,Transient-Party,A,0,0,0
10399,POL,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,1,0
77552,PRT,Direct,1,1,No Deposit,0,Transient,G,0,0,1
8331,BEL,Direct,0,0,No Deposit,0,Transient,D,0,1,0
13968,PRT,Offline TA/TO,0,0,Non Refund,120,Transient,A,0,0,1
15791,FRA,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
51644,CHN,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
65429,USA,Direct,0,0,Refundable,0,Transient,D,0,0,1
31660,FRA,Direct,0,4,No Deposit,0,Transient,D,0,1,0
6100,ESP,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
15033,GBR,Direct,0,1,No Deposit,0,Transient,D,0,2,0
63170,DEU,Offline TA/TO,0,1,No Deposit,0,Group,A,0,0,0
25822,PRT,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
69049,CYP,Groups,0,1,No Deposit,0,Transient,A,0,0,0
1482,HRV,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
42078,PRT,Online TA,0,0,Non Refund,20,Transient,A,0,0,1
20,FRA,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
658,CHE,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
2034,CN,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
3900,FRA,Direct,0,0,No Deposit,0,Transient,A,1,1,0
82757,AGO,Direct,0,1,No Deposit,0,Transient,D,1,0,0
32857,SVN,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
36312,PRT,Groups,0,0,Non Refund,71,Transient,A,0,0,1
30912,PRT,Direct,0,0,No Deposit,0,Group,C,1,0,0
29655,AGO,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
10016,AUT,Corporate,0,2,No Deposit,0,Transient-Party,E,1,0,0
57160,CN,Groups,0,0,No Deposit,0,Transient-Party,A,0,2,0
3587,NOR,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
50183,IRL,Direct,0,1,No Deposit,0,Transient,D,0,3,0
60778,PRT,Direct,0,2,No Deposit,0,Transient,E,0,1,0
24727,PRT,Online TA,0,2,No Deposit,0,Transient,A,1,3,0
73296,BEL,Direct,0,2,No Deposit,0,Transient,E,0,1,0
10601,BRA,Direct,0,0,No Deposit,0,Transient,C,0,0,0
21387,BEL,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
37268,COL,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
1307,USA,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
23518,FRA,Online TA,0,2,No Deposit,0,Transient,D,0,4,0
25024,AUS,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
39451,CYM,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
549,GBR,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
1767,AUS,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
24349,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,B,0,2,0
514,CHE,Online TA,0,1,No Deposit,0,Transient,B,0,3,0
39349,CN,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,0
49073,PRT,Online TA,0,8,No Deposit,0,Transient-Party,A,1,0,0
62553,GBR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,2,0
49048,ESP,Online TA,0,1,No Deposit,0,Transient-Party,D,1,0,0
35867,BGR,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
2264,CHE,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
10388,ESP,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
58871,ROU,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,0
16986,GBR,Direct,0,1,No Deposit,0,Transient,A,0,1,0
21911,USA,Direct,0,0,No Deposit,0,Transient,E,0,0,0
65898,UGA,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
64860,FRA,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
10591,MAR,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
8790,FRA,Groups,0,0,No Deposit,61,Transient-Party,A,0,1,0
56753,TUN,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
43029,IND,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
14130,SWE,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
40037,KOR,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
21236,USA,Direct,0,0,No Deposit,0,Transient,E,0,0,1
67774,IRL,Direct,0,1,No Deposit,0,Transient,G,0,2,1
572,ITA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
70475,NLD,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
76132,PRI,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
10575,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,1,0
6113,UKR,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
61788,NLD,Direct,0,1,No Deposit,0,Transient,A,0,0,1
24761,LTU,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
7780,DNK,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
16311,CHN,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,1
3654,DEU,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
38014,JAM,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
24802,PRT,Direct,0,0,No Deposit,0,Transient-Party,D,0,2,0
31728,SVN,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
47877,DNK,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
58729,PRT,Direct,1,0,No Deposit,0,Transient,E,0,0,0
2947,TUR,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
10080,IRL,Online TA,0,3,Refundable,0,Transient,A,0,1,1
9602,ITA,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
55081,CN,Direct,0,0,No Deposit,0,Transient,F,0,1,0
10049,SWE,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
20841,NLD,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
40079,HUN,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
8457,NLD,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
49664,DEU,Groups,0,1,No Deposit,0,Contract,A,1,1,0
44880,PRT,Corporate,0,4,No Deposit,0,Transient-Party,A,0,0,0
52769,PRT,Direct,0,1,No Deposit,0,Transient,H,0,0,0
242,ESP,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
43679,GBR,Groups,0,1,No Deposit,4,Transient-Party,E,0,0,0
13871,AUT,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
68700,AGO,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
62824,ITA,Online TA,0,0,No Deposit,0,Transient-Party,D,1,1,0
12208,PRT,Offline TA/TO,0,1,No Deposit,0,Group,D,0,0,0
134,PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
3687,FRA,Groups,0,0,No Deposit,48,Transient-Party,A,0,1,0
3119,PRT,Online TA,1,0,No Deposit,0,Transient,A,0,2,1
12194,PRT,Direct,0,0,No Deposit,0,Transient,C,1,2,0
4833,PRT,Groups,0,0,No Deposit,98,Transient-Party,A,0,0,0
10230,DNK,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
65287,SAU,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,1
24848,PRT,Groups,0,0,No Deposit,101,Transient-Party,D,0,0,1
15871,BRA,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
24209,PRT,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,1
59533,PRT,Direct,0,3,No Deposit,0,Transient,F,0,0,0
27411,BRA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,2,0
1666,ESP,Direct,0,1,No Deposit,0,Transient-Party,F,0,1,0
24990,FRA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,1
18682,CHL,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
1923,PRT,Complementary,0,1,No Deposit,0,Transient,E,0,2,0
415,PRT,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
7369,ESP,Direct,0,0,No Deposit,0,Transient-Party,D,1,1,0
19942,PRT,Direct,0,0,No Deposit,0,Transient,C,1,1,0
69436,NOR,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
2600,PRT,Groups,0,0,Non Refund,183,Transient,A,0,0,1
655,AUT,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
17722,BRA,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
9575,FRA,Direct,0,0,No Deposit,0,Transient,G,0,0,0
23261,PRT,Offline TA/TO,0,1,No Deposit,0,Contract,D,0,0,0
1035,AUS,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1343,FRA,Online TA,0,2,No Deposit,0,Transient,A,1,2,0
20604,BRA,Groups,0,0,No Deposit,125,Transient-Party,E,0,0,0
44679,PRT,Offline TA/TO,0,0,No Deposit,1,Transient,E,0,1,1
18470,DEU,Groups,0,1,No Deposit,0,Transient,A,0,1,0
77290,FRA,Corporate,1,0,No Deposit,0,Transient,A,0,1,0
54723,JPN,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
53481,SGP,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
2310,ESP,Online TA,0,2,No Deposit,0,Transient,C,0,0,1
3410,PRT,Offline TA/TO,0,1,Non Refund,0,Transient,A,0,0,1
45231,GBR,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
53753,URY,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
26633,PRT,Online TA,0,2,No Deposit,0,Transient,F,1,0,0
18040,HUN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
5597,AUS,Online TA,0,0,No Deposit,0,Transient,A,0,4,1
28136,BRA,Direct,0,0,No Deposit,0,Transient,A,0,2,0
70922,NOR,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
15482,ARG,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
10556,BEL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
15584,CZE,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
73085,CN,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
5361,PRT,Offline TA/TO,0,1,No Deposit,0,Group,A,0,1,0
48299,ITA,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
2517,FRA,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
500,AGO,Direct,0,1,No Deposit,0,Transient,A,0,1,0
1037,USA,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
11252,CHL,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
27896,BEL,Online TA,0,0,No Deposit,0,Transient-Party,B,0,3,1
477,PRT,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
66728,PRT,Online TA,0,3,No Deposit,0,Transient,D,0,2,0
70942,IRL,Online TA,0,0,No Deposit,0,Transient,G,0,4,0
4363,PRT,Groups,0,0,Non Refund,60,Transient,A,0,0,1
13866,NLD,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,0
1451,FRA,Online TA,0,1,No Deposit,0,Transient,E,0,1,0
29150,IRL,Online TA,0,1,No Deposit,0,Transient,G,0,0,0
73634,DEU,Direct,0,0,No Deposit,0,Transient,E,0,0,1
25507,GBR,Direct,0,2,No Deposit,0,Transient-Party,E,0,0,0
54943,IND,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
65799,THA,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
66491,AUT,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
7145,GBR,Groups,0,2,No Deposit,0,Transient,D,0,0,0
70739,DNK,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
1562,CHN,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
36556,CHE,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
1399,PRT,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
50167,NLD,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
17099,NLD,Direct,0,0,No Deposit,0,Transient,A,0,1,0
13762,ESP,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
2909,BEL,Direct,0,2,No Deposit,0,Transient,A,0,1,0
34603,BRA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
6554,FRA,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
74086,DEU,Corporate,0,2,No Deposit,0,Transient,A,0,0,0
7077,GBR,Direct,0,3,No Deposit,0,Transient,E,0,0,0
19294,IRL,Direct,0,0,No Deposit,0,Transient,C,0,0,0
13068,PRT,Groups,1,1,Non Refund,0,Transient,A,0,0,1
8695,PRT,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,1
75226,PRT,Online TA,0,0,No Deposit,0,Transient,D,1,4,0
42464,NLD,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
27202,PRT,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,1
67777,ESP,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
6118,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,0,1
59504,FRA,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
34765,USA,Online TA,0,4,No Deposit,0,Transient,A,0,1,0
1914,FRA,Direct,0,0,No Deposit,0,Transient,B,0,0,0
5963,ESP,Offline TA/TO,0,0,No Deposit,33,Transient-Party,A,0,0,0
5178,PRT,Online TA,1,0,No Deposit,0,Transient,A,0,3,1
3874,IRL,Direct,0,1,No Deposit,0,Transient,D,0,2,0
26686,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
6238,TUR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
1766,GBR,Direct,0,1,No Deposit,0,Transient,A,0,0,0
8405,BRA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
43833,FRA,Online TA,0,1,No Deposit,0,Transient-Party,A,1,0,0
2803,GBR,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
36521,ESP,Offline TA/TO,0,0,No Deposit,0,Group,A,0,2,0
47836,GGY,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
6008,NLD,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
22636,ESP,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
1892,GBR,Direct,0,2,No Deposit,0,Transient,A,0,0,0
67595,NLD,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
13515,FRA,Direct,0,1,No Deposit,0,Transient,F,0,0,1
58949,ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,1
14514,TWN,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
1356,PRT,Online TA,11,0,No Deposit,0,Transient,A,0,1,0
62351,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
9275,ESP,Online TA,0,0,No Deposit,0,Contract,B,0,1,0
61299,BRA,Online TA,0,0,No Deposit,0,Transient-Party,D,1,2,0
8,UMI,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
14882,ZAF,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
49319,RUS,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
48912,BRA,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
28600,CHE,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
23011,BEL,Online TA,0,1,No Deposit,0,Transient,H,0,1,0
1408,PRT,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,1
27001,ESP,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
56980,ESP,Direct,1,0,No Deposit,0,Transient,A,0,0,1
9296,BEL,Groups,0,1,No Deposit,0,Transient-Party,A,1,1,0
61798,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,4,0
74917,PRT,Online TA,0,0,No Deposit,0,Group,E,1,0,0
3744,FRA,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
2066,PRT,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
33820,GBR,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
8927,BRA,Direct,0,1,No Deposit,0,Transient,E,0,1,0
2299,PRT,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,0,0
970,DEU,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
51467,ARG,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
3764,PRT,Direct,0,0,No Deposit,0,Transient,L,0,0,0
79734,DNK,Online TA,0,0,No Deposit,0,Group,B,0,2,0
3584,ITA,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
28595,FRA,Offline TA/TO,0,0,No Deposit,1,Transient,A,0,0,0
41275,PRT,Corporate,0,1,No Deposit,0,Transient,C,0,0,0
66250,ZAF,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
43715,JPN,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
11523,DNK,Direct,0,0,No Deposit,0,Transient,A,0,0,0
5918,POL,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
56178,IRL,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
7620,HUN,Direct,0,0,No Deposit,0,Transient,A,0,1,0
64663,TUR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
66056,GBR,Online TA,0,2,No Deposit,0,Transient,G,0,0,0
41005,FRA,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
8090,GBR,Groups,0,5,No Deposit,0,Transient-Party,A,0,0,0
48272,BRA,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
3890,PRT,Corporate,0,3,No Deposit,0,Transient,A,0,0,0
3058,CHN,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
11679,BGR,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
6105,PRT,Online TA,0,1,No Deposit,0,Transient-Party,D,0,3,0
63006,FRA,Direct,0,0,No Deposit,0,Transient,F,1,1,0
59669,DNK,Online TA,0,2,No Deposit,0,Transient,E,0,2,1
63339,ITA,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
3355,URY,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
22905,CN,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
23458,GBR,Groups,1,0,Non Refund,0,Transient,D,0,0,1
136,ITA,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
35882,POL,Corporate,0,0,No Deposit,0,Transient-Party,D,0,2,0
66674,USA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
68193,FIN,Direct,0,0,No Deposit,0,Transient,E,1,0,0
38656,CHE,Direct,0,1,No Deposit,0,Transient,E,0,0,0
80213,MAR,Online TA,0,2,No Deposit,0,Transient,C,0,1,1
8978,ESP,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,1,0
8863,RUS,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
21059,ESP,Groups,0,0,No Deposit,0,Transient,A,0,1,0
4542,GBR,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
50503,BEL,Groups,0,2,Refundable,0,Transient-Party,A,0,0,0
77110,NLD,Online TA,0,1,No Deposit,0,Contract,F,0,0,0
14365,RUS,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
53512,USA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
13531,ISL,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
2402,PRT,Direct,0,0,No Deposit,0,Transient,E,1,0,0
36017,ROU,Direct,0,0,No Deposit,0,Transient,F,0,0,1
72641,GNB,Direct,0,0,Non Refund,0,Transient-Party,A,0,0,0
1631,SVN,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
1335,LTU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
4486,PRT,Direct,1,1,No Deposit,0,Transient,F,0,0,0
5867,MEX,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
80030,PRT,Online TA,11,1,No Deposit,0,Transient,A,1,0,0
64363,DEU,Corporate,0,3,No Deposit,0,Transient-Party,A,0,0,0
2296,ITA,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
6030,CHE,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
17928,FIN,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,0
49709,ISR,Online TA,0,2,No Deposit,0,Transient,C,0,0,1
414,PRT,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
23634,PRT,Online TA,0,1,No Deposit,0,Transient,D,1,0,0
35138,PRT,Complementary,2,0,No Deposit,0,Transient,A,0,3,0
56653,AGO,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
19404,NLD,Groups,0,1,No Deposit,1,Transient-Party,A,0,0,0
38540,FRA,Groups,0,0,No Deposit,84,Transient-Party,A,0,1,0
56330,GBR,Direct,0,2,No Deposit,0,Transient,A,0,0,1
47074,BRA,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
49153,CHN,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
9620,CHE,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
274,CN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
13800,UKR,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
6958,ARG,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
9250,NOR,Direct,0,0,No Deposit,0,Transient,A,0,0,1
18057,PRT,Direct,0,0,No Deposit,0,Transient,G,0,2,0
8723,PRT,Direct,0,0,No Deposit,0,Transient-Party,D,1,1,0
4180,ESP,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
36209,ESP,Corporate,0,1,No Deposit,0,Transient,D,0,0,0
2269,DZA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
2287,TWN,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
30019,PRT,Direct,0,1,No Deposit,0,Transient-Party,A,0,2,0
5832,PRT,Direct,0,1,No Deposit,0,Transient,C,0,0,1
23574,FIN,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
55148,DEU,Online TA,0,0,No Deposit,0,Transient,C,0,3,0
79921,CYP,Corporate,0,3,No Deposit,0,Transient,A,0,0,0
78031,IRL,Online TA,0,8,No Deposit,0,Transient-Party,D,0,1,1
71588,SVK,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
1662,PRT,Direct,0,0,No Deposit,0,Transient,D,0,0,1
1903,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
8861,GBR,Groups,1,0,No Deposit,0,Transient-Party,A,0,0,1
11271,SGP,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
52831,DNK,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
57992,ROU,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
70660,PRT,Direct,0,0,No Deposit,0,Transient-Party,D,1,2,0
65435,CHE,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
1130,DEU,Direct,0,0,No Deposit,0,Transient,A,1,0,0
26511,GBR,Offline TA/TO,0,0,No Deposit,0,Group,A,0,1,0
78737,USA,Online TA,0,0,No Deposit,0,Transient-Party,H,0,0,0
20786,POL,Offline TA/TO,0,2,No Deposit,63,Transient-Party,A,0,0,0
64735,DEU,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,0
532,SWE,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
48780,IRL,Direct,0,1,No Deposit,0,Transient-Party,E,0,3,0
115,ESP,Direct,0,0,No Deposit,0,Transient,A,0,1,0
37801,ESP,Direct,0,1,No Deposit,0,Transient,A,0,1,1
59437,MUS,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
34708,BEL,Direct,0,2,No Deposit,0,Transient,G,1,0,0
30503,CN,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
43153,GBR,Online TA,0,2,No Deposit,0,Transient,G,0,1,1
40291,GBR,Direct,0,0,No Deposit,0,Transient,C,0,1,0
13609,FIN,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
27190,MOZ,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
6507,PRT,Offline TA/TO,0,0,No Deposit,147,Transient-Party,A,0,0,0
9433,HUN,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
40417,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,E,0,2,0
55715,CUB,Direct,0,0,No Deposit,0,Transient,E,0,2,0
56974,UKR,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
35459,SWE,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
80168,RUS,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
36660,LTU,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
2938,PRT,Direct,0,0,No Deposit,0,Transient,A,1,2,0
11587,IRL,Online TA,0,0,No Deposit,0,Transient,D,0,4,0
12947,ESP,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
4887,ROU,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
4477,FRA,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
49138,GBR,Direct,1,0,No Deposit,0,Group,C,0,2,1
17860,USA,Offline TA/TO,0,0,No Deposit,147,Transient-Party,A,0,0,0
630,CN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
6988,CN,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
456,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,1
28086,URY,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
20827,CZE,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
448,PRT,Online TA,0,3,No Deposit,0,Transient-Party,E,0,2,0
43031,KOR,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
77891,HUN,Direct,0,0,No Deposit,0,Transient,C,0,3,0
3232,ISR,Direct,0,0,No Deposit,0,Transient-Party,B,1,0,0
78823,IRL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,4,0
80225,AUT,Online TA,0,0,No Deposit,0,Transient,E,0,3,1
17283,NLD,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
656,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
48620,RUS,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
76974,SVN,Corporate,0,1,No Deposit,0,Transient,B,0,2,0
37071,DEU,Offline TA/TO,0,3,No Deposit,92,Transient-Party,A,0,0,0
8932,NLD,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
6532,GBR,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
5483,PRT,Direct,0,3,No Deposit,0,Transient,E,1,3,0
22727,CHN,Direct,0,1,No Deposit,0,Transient,A,0,3,0
18197,JPN,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
29094,SWE,Groups,0,0,No Deposit,0,Transient-Party,D,1,0,0
52403,ISR,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
24052,ESP,Direct,0,4,No Deposit,0,Transient,D,1,2,0
1295,ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,1
69989,SGP,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
35,BEL,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
3404,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
10731,FRA,Direct,0,1,No Deposit,0,Transient,A,0,0,0
